crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,class
0.08221,22.0,5.86,0,431.0,6957.0,6.8,8.9067,7,330,19.1,386.09,3.53,1
0.36894,22.0,5.86,0,431.0,8259.0,8.4,8.9067,7,330,19.1,396.9,3.54,2
0.04819,80.0,3.64,0,392.0,6108.0,32.0,9.2203,1,315,16.4,392.89,6.57,1
0.03548,80.0,3.64,0,392.0,5876.0,19.1,9.2203,1,315,16.4,395.18,9.25,1
0.01538,90.0,3.75,0,394.0,7454.0,34.2,6.3361,3,244,15.9,386.34,3.11,2
0.61154,20.0,3.97,0,647.0,8704.0,86.9,1801.0,5,264,13.0,389.7,5.12,2
0.66351,20.0,3.97,0,647.0,7333.0,100.0,1.8946,5,264,13.0,383.29,7.79,2
0.65665,20.0,3.97,0,647.0,6842.0,100.0,2.0107,5,264,13.0,391.93,6.9,2
0.54011,20.0,3.97,0,647.0,7203.0,81.8,2.1121,5,264,13.0,392.8,9.59,2
0.53412,20.0,3.97,0,647.0,7.52,89.4,2.1398,5,264,13.0,388.37,7.26,2
0.52014,20.0,3.97,0,647.0,8398.0,91.5,2.2885,5,264,13.0,386.86,5.91,2
0.82526,20.0,3.97,0,647.0,7327.0,94.5,2.0788,5,264,13.0,393.42,11.25,2
0.55007,20.0,3.97,0,647.0,7206.0,91.6,1.9301,5,264,13.0,387.89,8.1,2
0.76162,20.0,3.97,0,647.0,5.56,62.8,1.9865,5,264,13.0,392.4,10.45,1
0.7857,20.0,3.97,0,647.0,7014.0,84.6,2.1329,5,264,13.0,384.07,14.79,2
0.57834,20.0,3.97,0,575.0,8297.0,67.0,2.4216,5,264,13.0,384.54,7.44,2
0.5405,20.0,3.97,0,575.0,7.47,52.6,2872.0,5,264,13.0,390.3,3.16,2
0.09065,20.0,6.96,1,464.0,5.92,61.5,3.9175,3,223,18.6,391.34,13.65,1
0.29916,20.0,6.96,0,464.0,5856.0,42.1,4429.0,3,223,18.6,388.65,13.0,1
0.16211,20.0,6.96,0,464.0,6.24,16.3,4429.0,3,223,18.6,396.9,6.59,1
0.1146,20.0,6.96,0,464.0,6538.0,58.7,3.9175,3,223,18.6,394.96,7.73,1
0.22188,20.0,6.96,1,464.0,7691.0,51.8,4.3665,3,223,18.6,390.77,6.58,2
0.05644,40.0,6.41,1,447.0,6758.0,32.9,4.0776,4,254,17.6,396.9,3.53,2
0.09604,40.0,6.41,0,447.0,6854.0,42.8,4.2673,4,254,17.6,396.9,2.98,2
0.10469,40.0,6.41,1,447.0,7267.0,49.0,4.7872,4,254,17.6,389.25,6.05,2
0.06127,40.0,6.41,1,447.0,6826.0,27.6,4.8628,4,254,17.6,393.45,4.16,2
0.07978,40.0,6.41,0,447.0,6482.0,32.1,4.1403,4,254,17.6,396.9,7.19,1
0.21038,20.0,3.33,0,0.4429,6812.0,32.2,4.1007,5,216,14.9,396.9,4.85,2
0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,387.31,3.76,2
0.03705,20.0,3.33,0,0.4429,6968.0,37.2,5.2447,5,216,14.9,392.23,4.59,2
0.06129,20.0,3.33,1,0.4429,7645.0,49.7,5.2119,5,216,14.9,377.07,3.01,2
0.01501,90.0,1.21,1,401.0,7923.0,24.8,5885.0,1,198,13.6,395.52,3.16,2
0.00906,90.0,2.97,0,0.4,7088.0,20.8,7.3073,1,285,15.3,394.72,7.85,2
0.01096,55.0,2.25,0,389.0,6453.0,31.9,7.3073,1,300,15.3,394.72,8.23,1
0.01965,80.0,1.76,0,385.0,6.23,31.5,9.0892,1,241,18.2,341.6,12.93,1
0.03871,52.5,5.32,0,405.0,6209.0,31.3,7.3172,6,293,16.6,396.9,7.14,1
0.0459,52.5,5.32,0,405.0,6315.0,45.6,7.3172,6,293,16.6,396.9,7.6,1
0.04297,52.5,5.32,0,405.0,6565.0,22.9,7.3172,6,293,16.6,371.72,9.51,1
0.03502,80.0,4.95,0,411.0,6861.0,27.9,5.1167,4,245,19.2,396.9,3.33,1
0.07886,80.0,4.95,0,411.0,7148.0,27.7,5.1167,4,245,19.2,396.9,3.56,2
0.03615,80.0,4.95,0,411.0,6.63,23.4,5.1167,4,245,19.2,396.9,4.7,1
0.08265,0.0,13.92,0,437.0,6127.0,18.4,5.5027,4,289,16.0,396.9,8.58,1
0.08199,0.0,13.92,0,437.0,6009.0,42.3,5.5027,4,289,16.0,396.9,10.4,1
0.12932,0.0,13.92,0,437.0,6678.0,31.1,5.9604,4,289,16.0,396.9,6.27,1
0.05372,0.0,13.92,0,437.0,6549.0,51.0,5.9604,4,289,16.0,392.85,7.39,1
0.14103,0.0,13.92,0,437.0,5.79,58.0,6.32,4,289,16.0,396.9,15.84,1
0.06466,70.0,2.24,0,0.4,6345.0,20.1,7.8278,5,358,14.8,368.24,4.97,1
0.05561,70.0,2.24,0,0.4,7041.0,10.0,7.8278,5,358,14.8,371.58,4.74,1
0.04417,70.0,2.24,0,0.4,6871.0,47.4,7.8278,5,358,14.8,390.86,6.07,1
0.03537,34.0,6.09,0,433.0,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,1
0.09266,34.0,6.09,0,433.0,6495.0,18.4,5.4917,7,329,16.1,383.61,8.67,1
0.1,34.0,6.09,0,433.0,6982.0,17.7,5.4917,7,329,16.1,390.43,4.86,2
0.05515,33.0,2.18,0,472.0,7236.0,41.1,4022.0,7,222,18.4,393.68,6.93,2
0.05479,33.0,2.18,0,472.0,6616.0,58.1,3.37,7,222,18.4,393.36,8.93,1
0.07503,33.0,2.18,0,472.0,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,2
0.04932,33.0,2.18,0,472.0,6849.0,70.3,3.1827,7,222,18.4,396.9,7.53,1
0.49298,0.0,9.9,0,544.0,6635.0,82.5,3.3175,4,304,18.4,396.9,4.54,1
0.3494,0.0,9.9,0,544.0,5972.0,76.7,3.1025,4,304,18.4,396.24,9.97,1
2.63548,0.0,9.9,0,544.0,4973.0,37.8,2.5194,4,304,18.4,350.45,12.64,1
0.79041,0.0,9.9,0,544.0,6122.0,52.8,2.6403,4,304,18.4,396.9,5.98,1
0.26169,0.0,9.9,0,544.0,6023.0,90.4,2834.0,4,304,18.4,396.3,11.72,1
0.26938,0.0,9.9,0,544.0,6266.0,82.8,3.2628,4,304,18.4,393.39,7.9,1
0.3692,0.0,9.9,0,544.0,6567.0,87.3,3.6023,4,304,18.4,395.69,9.28,1
0.25356,0.0,9.9,0,544.0,5705.0,77.7,3945.0,4,304,18.4,396.42,11.5,1
0.31827,0.0,9.9,0,544.0,5914.0,83.2,3.9986,4,304,18.4,390.7,18.33,1
0.24522,0.0,9.9,0,544.0,5782.0,71.7,4.0317,4,304,18.4,396.9,15.94,1
0.40202,0.0,9.9,0,544.0,6382.0,67.2,3.5325,4,304,18.4,395.21,10.36,1
0.47547,0.0,9.9,0,544.0,6113.0,58.8,4.0019,4,304,18.4,396.23,12.73,1
0.1676,0.0,7.38,0,493.0,6426.0,52.3,4.5404,5,287,19.6,396.9,7.2,1
0.18159,0.0,7.38,0,493.0,6376.0,54.3,4.5404,5,287,19.6,396.9,6.87,1
0.35114,0.0,7.38,0,493.0,6041.0,49.9,4.7211,5,287,19.6,396.9,7.7,1
0.28392,0.0,7.38,0,493.0,5708.0,74.3,4.7211,5,287,19.6,391.13,11.74,1
0.34109,0.0,7.38,0,493.0,6415.0,40.1,4.7211,5,287,19.6,396.9,6.12,1
0.19186,0.0,7.38,0,493.0,6431.0,14.7,5.4159,5,287,19.6,393.68,5.08,1
0.30347,0.0,7.38,0,493.0,6312.0,28.9,5.4159,5,287,19.6,396.9,6.15,1
0.24103,0.0,7.38,0,493.0,6083.0,43.7,5.4159,5,287,19.6,396.9,12.79,1
0.06617,0.0,3.24,0,0.46,5868.0,25.8,5.2146,4,430,16.9,382.44,9.97,1
0.06724,0.0,3.24,0,0.46,6333.0,17.2,5.2146,4,430,16.9,375.21,7.34,1
0.04544,0.0,3.24,0,0.46,6144.0,32.2,5.8736,4,430,16.9,368.57,9.09,1
0.05023,35.0,6.06,0,0.4379,5706.0,28.4,6.6407,1,304,16.9,394.02,12.43,1
0.03466,35.0,6.06,0,0.4379,6031.0,23.3,6.6407,1,304,16.9,362.25,7.83,1
0.05083,0.0,5.19,0,515.0,6316.0,38.1,6.4584,5,224,20.2,389.71,5.68,1
0.03738,0.0,5.19,0,515.0,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,1
0.03961,0.0,5.19,0,515.0,6037.0,34.5,5.9853,5,224,20.2,396.9,8.01,1
0.03427,0.0,5.19,0,515.0,5869.0,46.3,5.2311,5,224,20.2,396.9,9.8,1
0.03041,0.0,5.19,0,515.0,5895.0,59.6,5615.0,5,224,20.2,394.81,10.56,1
0.03306,0.0,5.19,0,515.0,6059.0,37.3,4.8122,5,224,20.2,396.14,8.51,1
0.05497,0.0,5.19,0,515.0,5985.0,45.4,4.8122,5,224,20.2,396.9,9.74,1
0.06151,0.0,5.19,0,515.0,5968.0,58.5,4.8122,5,224,20.2,396.9,9.29,1
0.01301,35.0,1.52,0,442.0,7241.0,49.3,7.0379,1,284,15.5,394.74,5.49,2
0.02498,0.0,1.89,0,518.0,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,1
0.02543,55.0,3.78,0,484.0,6696.0,56.4,5.7321,5,370,17.6,396.9,7.18,1
0.03049,55.0,3.78,0,484.0,6874.0,28.1,6.4654,5,370,17.6,387.97,4.61,2
0.03113,0.0,4.39,0,442.0,6014.0,48.5,8.0136,3,352,18.8,385.64,10.53,1
0.06162,0.0,4.39,0,442.0,5898.0,52.3,8.0136,3,352,18.8,364.61,12.67,1
0.0187,85.0,4.15,0,429.0,6516.0,27.7,8.5353,4,351,17.9,392.43,6.36,1
0.01501,80.0,2.01,0,435.0,6635.0,29.7,8344.0,4,280,17.0,390.94,5.99,1
0.02899,40.0,1.25,0,429.0,6939.0,34.5,8.7921,1,335,19.7,389.85,5.89,1
0.06211,40.0,1.25,0,429.0,6.49,44.4,8.7921,1,335,19.7,396.9,5.98,1
0.0795,60.0,1.69,0,411.0,6579.0,35.9,10.7103,4,411,18.3,370.78,5.49,1
0.07244,60.0,1.69,0,411.0,5884.0,18.5,10.7103,4,411,18.3,392.33,7.79,1
0.01709,90.0,2.02,0,0.41,6728.0,36.1,12.1265,5,187,17.0,384.46,4.5,2
0.04301,80.0,1.91,0,413.0,5663.0,21.9,10.5857,4,334,22.0,382.8,8.05,1
0.10659,80.0,1.91,0,413.0,5936.0,19.5,10.5857,4,334,22.0,376.04,5.57,1
8.98296,0.0,18.1,1,0.77,6212.0,97.4,2.1222,24,666,20.2,377.73,17.6,1
3.8497,0.0,18.1,1,0.77,6395.0,91.0,2.5052,24,666,20.2,391.34,13.27,1
5.20177,0.0,18.1,1,0.77,6127.0,83.4,2.7227,24,666,20.2,395.43,11.48,1
4.26131,0.0,18.1,0,0.77,6112.0,81.3,2.5091,24,666,20.2,390.74,12.67,1
4.54192,0.0,18.1,0,0.77,6398.0,88.0,2.5182,24,666,20.2,374.56,7.79,1
3.83684,0.0,18.1,0,0.77,6251.0,91.1,2.2955,24,666,20.2,350.65,14.19,1
3.67822,0.0,18.1,0,0.77,5362.0,96.2,2.1036,24,666,20.2,380.79,10.19,1
4.22239,0.0,18.1,1,0.77,5803.0,89.0,1.9047,24,666,20.2,353.04,14.64,1
3.47428,0.0,18.1,1,718.0,8.78,82.9,1.9047,24,666,20.2,354.55,5.29,1
4.55587,0.0,18.1,0,718.0,3561.0,87.9,1.6132,24,666,20.2,354.7,7.12,1
3.69695,0.0,18.1,0,718.0,4963.0,91.4,1.7523,24,666,20.2,316.03,14.0,1
13.5222,0.0,18.1,0,631.0,3863.0,100.0,1.5106,24,666,20.2,131.42,13.33,1
4.89822,0.0,18.1,0,631.0,4.97,100.0,1.3325,24,666,20.2,375.52,3.26,2
5.66998,0.0,18.1,1,631.0,6683.0,96.8,1.3567,24,666,20.2,375.33,3.73,2
6.53876,0.0,18.1,1,631.0,7016.0,97.5,1.2024,24,666,20.2,392.05,2.96,2
9.2323,0.0,18.1,0,631.0,6216.0,100.0,1.1691,24,666,20.2,366.15,9.53,2
8.26725,0.0,18.1,1,668.0,5875.0,89.6,1.1296,24,666,20.2,347.88,8.88,2
11.1081,0.0,18.1,0,668.0,4906.0,100.0,1.1742,24,666,20.2,396.9,34.77,0
18.4982,0.0,18.1,0,668.0,4138.0,100.0,1137.0,24,666,20.2,396.9,37.97,0
19.6091,0.0,18.1,0,671.0,7313.0,97.9,1.3163,24,666,20.2,396.9,13.44,0
15288.0,0.0,18.1,0,671.0,6649.0,93.3,1.3449,24,666,20.2,363.02,23.24,0
9.82349,0.0,18.1,0,671.0,6794.0,98.8,1358.0,24,666,20.2,396.9,21.24,0
23.6482,0.0,18.1,0,671.0,6.38,96.2,1.3861,24,666,20.2,396.9,23.69,0
17.8667,0.0,18.1,0,671.0,6223.0,100.0,1.3861,24,666,20.2,393.74,21.78,0
88.9762,0.0,18.1,0,671.0,6968.0,91.9,1.4165,24,666,20.2,396.9,17.21,0
15.8744,0.0,18.1,0,671.0,6545.0,99.1,1.5192,24,666,20.2,396.9,21.08,0
9.18702,0.0,18.1,0,0.7,5536.0,100.0,1.5804,24,666,20.2,396.9,23.6,0
7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,24.56,0
20.0849,0.0,18.1,0,0.7,4368.0,91.2,1.4395,24,666,20.2,285.83,30.63,0
16.8118,0.0,18.1,0,0.7,5277.0,98.1,1.4261,24,666,20.2,396.9,30.81,0
24.3938,0.0,18.1,0,0.7,4652.0,100.0,1.4672,24,666,20.2,396.9,28.28,0
22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666,20.2,396.9,31.99,0
14.3337,0.0,18.1,0,0.7,4.88,100.0,1.5895,24,666,20.2,372.92,30.62,0
8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85,0
6.96215,0.0,18.1,0,0.7,5713.0,97.0,1.9265,24,666,20.2,394.43,17.11,1
5.29305,0.0,18.1,0,0.7,6051.0,82.5,2.1678,24,666,20.2,378.38,18.76,1
11.5779,0.0,18.1,0,0.7,5036.0,97.0,1.77,24,666,20.2,396.9,25.68,0
8.64476,0.0,18.1,0,693.0,6193.0,92.6,1.7912,24,666,20.2,396.9,15.17,0
13.3598,0.0,18.1,0,693.0,5887.0,94.7,1.7821,24,666,20.2,396.9,16.35,0
8.71675,0.0,18.1,0,693.0,6471.0,98.8,1.7257,24,666,20.2,391.98,17.12,0
5.87205,0.0,18.1,0,693.0,6405.0,96.0,1.6768,24,666,20.2,396.9,19.37,0
7.67202,0.0,18.1,0,693.0,5747.0,98.9,1.6334,24,666,20.2,393.1,19.92,0
38.3518,0.0,18.1,0,693.0,5453.0,100.0,1.4896,24,666,20.2,396.9,30.59,0
9.91655,0.0,18.1,0,693.0,5852.0,77.8,1.5004,24,666,20.2,338.16,29.97,0
25.0461,0.0,18.1,0,693.0,5987.0,100.0,1.5888,24,666,20.2,396.9,26.77,0
14.2362,0.0,18.1,0,693.0,6343.0,100.0,1.5741,24,666,20.2,396.9,20.32,0
9.59571,0.0,18.1,0,693.0,6404.0,100.0,1639.0,24,666,20.2,376.11,20.31,0
24.8017,0.0,18.1,0,693.0,5349.0,96.0,1.7028,24,666,20.2,396.9,19.77,0
41.5292,0.0,18.1,0,693.0,5531.0,85.4,1.6074,24,666,20.2,329.46,27.38,0
67.9208,0.0,18.1,0,693.0,5683.0,100.0,1.4254,24,666,20.2,384.97,22.98,0
20.7162,0.0,18.1,0,659.0,4138.0,100.0,1.1781,24,666,20.2,370.22,23.34,0
11.9511,0.0,18.1,0,659.0,5608.0,100.0,1.2852,24,666,20.2,332.09,12.13,1
7.40389,0.0,18.1,0,597.0,5617.0,97.9,1.4547,24,666,20.2,314.64,26.4,1
14.4383,0.0,18.1,0,597.0,6852.0,100.0,1.4655,24,666,20.2,179.36,19.78,1
51.1358,0.0,18.1,0,597.0,5757.0,100.0,1413.0,24,666,20.2,2.6,10.11,0
14.0507,0.0,18.1,0,597.0,6657.0,100.0,1.5275,24,666,20.2,35.05,21.22,1
18811.0,0.0,18.1,0,597.0,4628.0,100.0,1.5539,24,666,20.2,28.79,34.37,1
28.6558,0.0,18.1,0,597.0,5155.0,100.0,1.5894,24,666,20.2,210.97,20.08,1
45.7461,0.0,18.1,0,693.0,4519.0,100.0,1.6582,24,666,20.2,88.27,36.98,0
18.0846,0.0,18.1,0,679.0,6434.0,100.0,1.8347,24,666,20.2,27.25,29.05,0
10.8342,0.0,18.1,0,679.0,6782.0,90.8,1.8195,24,666,20.2,21.57,25.79,0
25.9406,0.0,18.1,0,679.0,5304.0,89.1,1.6475,24,666,20.2,127.36,26.64,0
73.5341,0.0,18.1,0,679.0,5957.0,100.0,1.8026,24,666,20.2,16.45,20.62,0
11.8123,0.0,18.1,0,718.0,6824.0,76.5,1794.0,24,666,20.2,48.45,22.74,0
11.0874,0.0,18.1,0,718.0,6411.0,100.0,1.8589,24,666,20.2,318.75,15.02,1
7.02259,0.0,18.1,0,718.0,6006.0,95.3,1.8746,24,666,20.2,319.98,15.7,0
12.0482,0.0,18.1,0,614.0,5648.0,87.6,1.9512,24,666,20.2,291.55,14.1,1
7.05042,0.0,18.1,0,614.0,6103.0,85.1,2.0218,24,666,20.2,2.52,23.29,0
8.79212,0.0,18.1,0,584.0,5565.0,70.6,2.0635,24,666,20.2,3.65,17.16,0
15.8603,0.0,18.1,0,679.0,5896.0,95.4,1.9096,24,666,20.2,7.68,24.39,0
12.2472,0.0,18.1,0,584.0,5837.0,59.7,1.9976,24,666,20.2,24.65,15.69,0
37.6619,0.0,18.1,0,679.0,6202.0,78.7,1.8629,24,666,20.2,18.82,14.52,0
7.36711,0.0,18.1,0,679.0,6193.0,78.1,1.9356,24,666,20.2,96.73,21.52,0
9.33889,0.0,18.1,0,679.0,6.38,95.6,1.9682,24,666,20.2,60.72,24.08,0
8.49213,0.0,18.1,0,584.0,6348.0,86.1,2.0527,24,666,20.2,83.45,17.64,0
10.0623,0.0,18.1,0,584.0,6833.0,94.3,2.0882,24,666,20.2,81.33,19.69,0
6.44405,0.0,18.1,0,584.0,6425.0,74.8,2.2004,24,666,20.2,97.95,12.03,1
5.58107,0.0,18.1,0,713.0,6436.0,87.9,2.3158,24,666,20.2,100.19,16.22,0
13.9134,0.0,18.1,0,713.0,6208.0,95.0,2.2222,24,666,20.2,100.63,15.17,0
11.1604,0.0,18.1,0,0.74,6629.0,94.6,2.1247,24,666,20.2,109.85,23.27,0
14.4208,0.0,18.1,0,0.74,6461.0,93.3,2.0026,24,666,20.2,27.49,18.05,0
15.1772,0.0,18.1,0,0.74,6152.0,100.0,1.9142,24,666,20.2,9.32,26.45,0
13.6781,0.0,18.1,0,0.74,5935.0,87.9,1.8206,24,666,20.2,68.95,34.02,0
9.39063,0.0,18.1,0,0.74,5627.0,93.9,1.8172,24,666,20.2,396.9,22.88,0
22.0511,0.0,18.1,0,0.74,5818.0,92.4,1.8662,24,666,20.2,391.45,22.11,0
9.72418,0.0,18.1,0,0.74,6406.0,97.2,2.0651,24,666,20.2,385.96,19.52,1
5.66637,0.0,18.1,0,0.74,6219.0,100.0,2.0048,24,666,20.2,395.69,16.59,1
9.96654,0.0,18.1,0,0.74,6485.0,100.0,1.9784,24,666,20.2,386.73,18.85,1
12.8023,0.0,18.1,0,0.74,5854.0,96.6,1.8956,24,666,20.2,240.52,23.79,0
10.6718,0.0,18.1,0,0.74,6459.0,94.8,1.9879,24,666,20.2,43.06,23.98,0
6.28807,0.0,18.1,0,0.74,6341.0,96.4,2072.0,24,666,20.2,318.01,17.79,0
9.92485,0.0,18.1,0,0.74,6251.0,96.6,2198.0,24,666,20.2,388.52,16.44,0
9.32909,0.0,18.1,0,713.0,6185.0,98.7,2.2616,24,666,20.2,396.9,18.13,0
7.52601,0.0,18.1,0,713.0,6417.0,98.3,2185.0,24,666,20.2,304.21,19.31,0
6.71772,0.0,18.1,0,713.0,6749.0,92.6,2.3236,24,666,20.2,0.32,17.44,0
5.44114,0.0,18.1,0,713.0,6655.0,98.2,2.3552,24,666,20.2,355.29,17.73,1
5.09017,0.0,18.1,0,713.0,6297.0,91.8,2.3682,24,666,20.2,385.09,17.27,1
8.24809,0.0,18.1,0,713.0,7393.0,99.3,2.4527,24,666,20.2,375.87,16.74,1
9.51363,0.0,18.1,0,713.0,6728.0,94.1,2.4961,24,666,20.2,6.68,18.71,0
4.75237,0.0,18.1,0,713.0,6525.0,86.5,2.4358,24,666,20.2,50.92,18.13,0
4.66883,0.0,18.1,0,713.0,5976.0,87.9,2.5806,24,666,20.2,10.48,19.01,0
8.20058,0.0,18.1,0,713.0,5936.0,80.3,2.7792,24,666,20.2,3.5,16.94,0
7.75223,0.0,18.1,0,713.0,6301.0,83.7,2.7831,24,666,20.2,272.21,16.23,0
6.80117,0.0,18.1,0,713.0,6081.0,84.4,2.7175,24,666,20.2,396.9,14.7,1
4.81213,0.0,18.1,0,713.0,6701.0,90.0,2.5975,24,666,20.2,255.23,16.42,1
3.69311,0.0,18.1,0,713.0,6376.0,88.4,2.5671,24,666,20.2,391.43,14.65,1
6.65492,0.0,18.1,0,713.0,6317.0,83.0,2.7344,24,666,20.2,396.9,13.99,1
5.82115,0.0,18.1,0,713.0,6513.0,89.9,2.8016,24,666,20.2,393.82,10.29,1
7.83932,0.0,18.1,0,655.0,6209.0,65.4,2.9634,24,666,20.2,396.9,13.22,1
3.1636,0.0,18.1,0,655.0,5759.0,48.2,3.0665,24,666,20.2,334.4,14.13,1
3.77498,0.0,18.1,0,655.0,5952.0,84.7,2.8715,24,666,20.2,22.01,17.15,1
4.42228,0.0,18.1,0,584.0,6003.0,94.5,2.5403,24,666,20.2,331.29,21.32,1
15.5757,0.0,18.1,0,0.58,5926.0,71.0,2.9084,24,666,20.2,368.74,18.13,1
13.0751,0.0,18.1,0,0.58,5713.0,56.7,2.8237,24,666,20.2,396.9,14.76,1
4.34879,0.0,18.1,0,0.58,6167.0,84.0,3.0334,24,666,20.2,396.9,16.29,1
4.03841,0.0,18.1,0,532.0,6229.0,90.7,3.0993,24,666,20.2,395.33,12.87,1
3.56868,0.0,18.1,0,0.58,6437.0,75.0,2.8965,24,666,20.2,393.37,14.36,1
4.64689,0.0,18.1,0,614.0,6.98,67.6,2.5329,24,666,20.2,374.68,11.66,1
8.05579,0.0,18.1,0,584.0,5427.0,95.4,2.4298,24,666,20.2,352.58,18.14,0
6.39312,0.0,18.1,0,584.0,6162.0,97.4,2206.0,24,666,20.2,302.76,24.1,0
4.87141,0.0,18.1,0,614.0,6484.0,93.6,2.3053,24,666,20.2,396.21,18.68,1
15.0234,0.0,18.1,0,614.0,5304.0,97.3,2.1007,24,666,20.2,349.48,24.91,0
10233.0,0.0,18.1,0,614.0,6185.0,96.7,2.1705,24,666,20.2,379.7,18.03,0
14.3337,0.0,18.1,0,614.0,6229.0,88.0,1.9512,24,666,20.2,383.32,13.11,1
5.82401,0.0,18.1,0,532.0,6242.0,64.7,3.4242,24,666,20.2,396.9,10.74,1
5.70818,0.0,18.1,0,532.0,6.75,74.9,3.3317,24,666,20.2,393.07,7.74,1
5.73116,0.0,18.1,0,532.0,7061.0,77.0,3.4106,24,666,20.2,395.28,7.01,1
2.81838,0.0,18.1,0,532.0,5762.0,40.3,4.0983,24,666,20.2,392.92,10.42,1
2.37857,0.0,18.1,0,583.0,5871.0,41.9,3724.0,24,666,20.2,370.73,13.34,1
3.67367,0.0,18.1,0,583.0,6312.0,51.9,3.9917,24,666,20.2,388.62,10.58,1
5.69175,0.0,18.1,0,583.0,6114.0,79.8,3.5459,24,666,20.2,392.68,14.98,1
4.83567,0.0,18.1,0,583.0,5905.0,53.2,3.1523,24,666,20.2,388.22,11.45,1
0.15086,0.0,27.74,0,609.0,5454.0,92.7,1.8209,4,711,20.1,395.09,18.06,1
0.18337,0.0,27.74,0,609.0,5414.0,98.3,1.7554,4,711,20.1,344.05,23.97,0
0.20746,0.0,27.74,0,609.0,5093.0,98.0,1.8226,4,711,20.1,318.43,29.68,0
0.10574,0.0,27.74,0,609.0,5983.0,98.8,1.8681,4,711,20.1,390.11,18.07,0
0.11132,0.0,27.74,0,609.0,5983.0,83.5,2.1099,4,711,20.1,396.9,13.35,1
0.17331,0.0,9.69,0,585.0,5707.0,54.0,2.3817,6,391,19.2,396.9,12.01,1
0.27957,0.0,9.69,0,585.0,5926.0,42.6,2.3817,6,391,19.2,396.9,13.59,1
0.17899,0.0,9.69,0,585.0,5.67,28.8,2.7986,6,391,19.2,393.29,17.6,1
0.2896,0.0,9.69,0,585.0,5.39,72.9,2.7986,6,391,19.2,396.9,21.14,1
0.26838,0.0,9.69,0,585.0,5794.0,70.6,2.8927,6,391,19.2,396.9,14.1,1
0.23912,0.0,9.69,0,585.0,6019.0,65.3,2.4091,6,391,19.2,396.9,12.92,1
0.17783,0.0,9.69,0,585.0,5569.0,73.5,2.3999,6,391,19.2,395.77,15.1,1
0.22438,0.0,9.69,0,585.0,6027.0,79.7,2.4982,6,391,19.2,396.9,14.33,1
0.06263,0.0,11.93,0,573.0,6593.0,69.1,2.4786,1,273,21.0,391.99,9.67,1
0.04527,0.0,11.93,0,573.0,6.12,76.7,2.2875,1,273,21.0,396.9,9.08,1
0.06076,0.0,11.93,0,573.0,6976.0,91.0,2.1675,1,273,21.0,396.9,5.64,1
0.10959,0.0,11.93,0,573.0,6794.0,89.3,2.3889,1,273,21.0,393.45,6.48,1
0.04741,0.0,11.93,0,573.0,6.03,80.8,2505.0,1,273,21.0,396.9,7.88,0
